,census_tract,score
128,7907,2.07776644577
129,7908,0.995484948859
130,7910,9.51169543364
131,8002,26.7980737617
132,8003,22.8513387902
133,8006,22.0543197079
134,8101,52.560248532
135,8102,43.5630818335
136,8200,65.4120207787
137,8301,77.6395149858
138,8303,78.5320956094
139,8305,0.0
140,8306,57.1454239211
141,8307,62.0665780516
142,8310,92.0172943738
143,8311,68.8956689133
144,8312,64.0853860554
145,8313,65.9964806004
146,8324,56.4774302627
147,8327,36.1528902954
148,8328,53.4904683922
149,8329,12.9517598936
150,8330,19.4292348484
151,8331,17.9408345792
152,8333,10.4386894579
153,8335,16.4934464939
154,8336,18.3020673441
155,8337,41.4581483476
156,8339,9.20065014469
157,8340,39.0316184067
158,8341,40.6474929868
159,8343,18.5716668296
160,8344,51.8871401237
161,8345,63.4879089595
162,8346,59.9354286014
163,8347,28.4282853388
164,8348,29.2076530129
165,8349,22.532512553
166,8350,46.1000551371
167,8351,12.4000547249
168,8352,23.1770118843
169,8353,28.4253128564
170,8354,16.8932796741
171,8355,16.124847951
172,8356,21.2870904432
173,8357,15.9194080449
174,8358,28.5372873403
175,8359,5.77907868421
176,8360,11.4672656475
177,8361,19.401864123
178,8362,33.5475255659
179,8363,13.6039982641
180,8364,13.4258656874
181,8365,57.8758895779
182,8366,40.5790015332
183,8501,48.5545725423
184,8502,46.2410601667
185,8503,43.1373132644
186,8504,41.8520464189
187,8505,45.6377183337
188,8506,32.3087957713
189,8507,26.6587290973
190,8509,30.1759577118
191,8510,33.8624449521
192,8511,53.3718091013
193,8512,59.4421117726
194,8513,37.7032324111
195,8600,18.8993256754
196,8701,11.7468804097
197,8702,32.7087254414
198,8800,27.8087296364
199,8901,27.3062471561
200,8902,35.933507349
201,9000,22.5645451315
202,9101,51.8775583707
203,9102,6.87974528901
204,9103,43.7218801807
205,9104,63.2117939559
206,9106,36.4031137588
207,9107,27.3612810078
208,9201,16.4580514253
209,9202,26.0807438069
210,9301,21.1539807281
211,9304,41.9345754519
212,9305,9.52632962524
213,9306,10.8805826726
214,9400,0.00233267722059
215,9502,33.8364082761
216,9504,31.2910610469
217,9505,31.9548215685
218,9506,37.2577143405
219,9507,37.4556055022
220,9509,15.8985600945
221,9510,5.9584826199
222,9511,6.96702577293
223,9602,56.9472209056
224,9603,28.2094630241
225,9604,40.4390607262
226,9703,51.8544803412
227,9704,48.3210119375
228,9705,61.2485244393
229,9706,59.5886888557
230,9801,48.2260849198
231,9802,38.123218869
232,9804,44.3962018303
233,9805,47.7723689077
234,10001,19.5353886655
235,10003,25.0299717814
236,10004,32.9966446971
237,10005,18.6338636638
238,10009,6.91326967622
239,10010,34.1520891142
240,10011,32.2910173121
241,10012,28.8494886848
242,10013,34.8438313044
243,10014,38.192296211
244,10015,26.6163564707
245,10103,25.6954633433
246,10104,34.0223395983
247,10106,21.3850110436
248,10107,24.0337145189
249,10109,9.21754059441
250,10110,24.8046966876
251,10111,32.4128228557
252,10112,7.29970847502
253,10800,55.779192181
254,11000,36.660122669
255,11100,46.4628195158
256,11300,30.7131035516
257,11902,49.7389588143
258,13205,19.451978644
259,13313,18.2972938011
260,13421,36.1451840027
261,13604,26.6893475726
262,14102,41.3827915273
263,14500,38.3076134589
264,14803,25.7766564397
265,14806,43.3078341459
266,15000,19.04194949
267,15501,48.8413279446
268,16502,22.4414907288
269,17006,47.639393512
270,17014,99.9980775242
271,17015,51.4299272484
272,17018,15.1770582403
273,17019,72.8885757428
274,17020,47.4244807146
275,17022,48.8994701944
276,17029,56.0535800127
277,17030,37.3275940186
278,17031,32.1867355243
279,17032,22.0252289484
280,17033,40.7297879883
281,17034,25.8219560726
282,17035,14.0026917179
283,17036,19.9163411085
284,17037,17.7573223624
285,17039,40.5891818034
286,17042,37.4117948196
287,17043,17.8969068445
288,17044,23.8929586236
289,17045,60.1461055415
290,17046,41.9923866477
291,17047,52.9900778038
292,17050,40.8263718681
293,17051,55.0842136552
294,17052,40.7340113601
295,17054,42.6576151332
296,17055,40.0495389099
297,17056,20.3114677968
298,17403,50.1827639367
299,18802,67.6148834657
300,19103,50.6320129816
301,19905,39.5329785274
302,20017,29.2713169916
303,20404,18.7787781602
304,20706,44.7717503642
305,20707,7.70006943801
306,20709,36.9404201507
307,20710,49.0443963903
308,21100,56.3547449112
309,21302,66.3194000807
310,21400,19.0324141054
311,21500,7.10483812135
312,21800,73.6058994698
