,census_tract,code_simple,score
555,10011.0,21.0,70.638884742
556,10012.0,21.0,53.0672051398
557,10013.0,21.0,72.4489171703
558,10014.0,21.0,58.4746111775
559,10015.0,21.0,52.5800080206
560,10103.0,21.0,59.8034461299
561,10104.0,21.0,67.8901161978
562,10106.0,21.0,59.9963496855
563,10107.0,21.0,59.4640246496
564,10109.0,21.0,67.4740428335
565,10110.0,21.0,57.4112182683
566,10111.0,21.0,56.7831717522
567,10112.0,21.0,72.2288446632
568,10800.0,21.0,82.0979767272
569,11000.0,21.0,49.9094795057
570,11100.0,21.0,93.8218518612
571,11300.0,21.0,41.7322090518
572,11902.0,21.0,93.0886462724
573,13205.0,21.0,33.3498753701
574,13313.0,21.0,32.4440082365
575,13421.0,21.0,25.3956925996
576,13604.0,21.0,17.252769035
577,14102.0,21.0,55.1608865294
578,14500.0,21.0,55.0480888469
579,14803.0,21.0,93.4488559354
580,14806.0,21.0,32.6704762804
581,15000.0,21.0,35.6416830375
582,15501.0,21.0,54.8253563367
583,16502.0,21.0,4.50442653112
584,17006.0,21.0,49.4105128801
585,17014.0,21.0,55.1241206266
586,17015.0,21.0,62.559149257
587,17018.0,21.0,62.4272423809
588,17019.0,21.0,64.0044352024
589,17020.0,21.0,79.8668123739
590,17022.0,21.0,55.5202732308
591,17029.0,21.0,61.5338041233
592,17030.0,21.0,75.4536428263
593,17031.0,21.0,61.1395324883
594,17032.0,21.0,49.638301005
595,17033.0,21.0,48.8800223203
596,17034.0,21.0,53.525450647
597,17035.0,21.0,57.6882414398
598,17036.0,21.0,47.3037571158
599,17037.0,21.0,46.7939130148
600,17039.0,21.0,56.2468092242
601,17042.0,21.0,55.3728130994
602,17043.0,21.0,58.0308056165
603,17044.0,21.0,62.0231218996
604,17045.0,21.0,49.7479980735
605,17046.0,21.0,56.9347452977
606,17047.0,21.0,54.3183615696
607,17050.0,21.0,70.1551990899
608,17051.0,21.0,66.3382401187
609,17052.0,21.0,68.804105719
610,17054.0,21.0,76.0735451503
611,17055.0,21.0,49.5273320189
612,17056.0,21.0,49.8235879195
613,17403.0,21.0,0.0
614,18802.0,21.0,56.6917766021
615,19103.0,21.0,37.4406938175
616,19905.0,21.0,42.0059982028
617,20017.0,21.0,50.1057881698
618,20404.0,21.0,42.3229809003
619,20706.0,21.0,49.8969972148
620,20707.0,21.0,86.5325011149
621,20709.0,21.0,95.8531454155
622,20710.0,21.0,34.5859146365
623,21100.0,21.0,54.3395023044
624,21302.0,21.0,65.0430411915
625,21400.0,21.0,51.5170178163
626,21500.0,21.0,57.9024810262
627,21800.0,21.0,76.9628984321
628,100.0,22.0,50.1251763896
629,201.0,22.0,48.4118517931
630,202.0,22.0,45.988118012
631,300.0,22.0,58.82361226
632,400.0,22.0,48.4602594921
633,500.0,22.0,57.2877174411
634,600.0,22.0,59.4261972711
635,700.0,22.0,51.4642933761
636,800.0,22.0,61.6285305526
637,900.0,22.0,68.109746488
638,1000.0,22.0,69.1097602257
639,1100.0,22.0,61.7974056041
640,1200.0,22.0,61.5624601403
641,1300.0,22.0,54.6652729101
642,1400.0,22.0,55.1052069131
643,1500.0,22.0,69.4476283224
644,1600.0,22.0,45.597122221
645,1700.0,22.0,72.1610317785
646,1800.0,22.0,50.7885525332
647,1900.0,22.0,59.195370995
648,2001.0,22.0,59.9196869066
649,2002.0,22.0,45.378345457
650,2100.0,22.0,48.1656217806
651,2201.0,22.0,59.4021646308
652,2202.0,22.0,37.6717367483
653,2301.0,22.0,59.6090478531
654,2302.0,22.0,41.077377462
655,2401.0,22.0,54.1661977467
656,2402.0,22.0,59.0392306797
657,2501.0,22.0,54.722489762
658,2502.0,22.0,53.2877526511
659,2601.0,22.0,52.7861950425
660,2602.0,22.0,73.330163536
661,2702.0,22.0,54.6719806799
662,2703.0,22.0,58.3291962889
663,2705.0,22.0,62.9187264651
664,2707.0,22.0,59.2020121925
665,2708.0,22.0,60.5149417347
666,2709.0,22.0,67.4361788172
667,2710.0,22.0,62.7087083292
668,2711.0,22.0,55.4902267154
669,2712.0,22.0,62.2551067563
670,2801.0,22.0,53.7297526513
671,2803.0,22.0,59.4424587768
672,2804.0,22.0,50.0046251418
673,2902.0,22.0,67.7827278174
674,2903.0,22.0,71.9444656809
675,2904.0,22.0,49.3675784018
676,2905.0,22.0,53.8121823737
677,3001.0,22.0,64.0864052594
678,3003.0,22.0,47.0531489007
679,3004.0,22.0,48.6075446099
680,3101.0,22.0,56.5226660636
681,3103.0,22.0,62.397287864
682,3105.0,22.0,63.6563146866
683,3107.0,22.0,61.3750256946
684,3109.0,22.0,59.9146531356
685,3111.0,22.0,40.1223648804
686,3112.0,22.0,66.1929030148
687,3113.0,22.0,75.1056304136
688,3114.0,22.0,54.9924787863
689,3115.0,22.0,51.6230686134
690,3201.0,22.0,70.3141799918
691,3202.0,22.0,63.6371099252
692,3208.0,22.0,60.4239293709
693,3209.0,22.0,56.8843004167
694,3211.0,22.0,49.9181847987
695,3212.0,22.0,74.5985605802
696,3213.0,22.0,62.0427222156
697,3214.0,22.0,47.1991150823
698,3301.0,22.0,58.8376797702
699,3303.0,22.0,79.8095247478
700,3304.0,22.0,49.7134434359
701,3305.0,22.0,75.3444329577
702,3401.0,22.0,51.9316421622
703,3403.0,22.0,45.7602474581
704,3404.0,22.0,70.7096969529
705,3501.0,22.0,46.6515710669
706,3502.0,22.0,44.7275317696
707,3601.0,22.0,39.0921180977
708,3602.0,22.0,53.5083319373
709,3603.0,22.0,66.5088656847
710,3800.0,22.0,56.2540098035
711,3901.0,22.0,47.4501291349
712,3902.0,22.0,46.7660390163
713,4000.0,22.0,55.950318398
714,4100.0,22.0,46.9723899519
715,4200.0,22.0,54.7521383265
716,4300.0,22.0,51.0889403492
717,4400.0,22.0,56.7847464798
718,4501.0,22.0,52.9985257269
719,4600.0,22.0,48.3950636115
720,4700.0,22.0,53.7556043378
721,4800.0,22.0,44.7490032454
722,4900.0,22.0,78.1608242358
723,5000.0,22.0,38.4851119751
724,5100.0,22.0,44.427159594
725,5200.0,22.0,68.7960750017
726,5300.0,22.0,56.186501196
727,5400.0,22.0,55.6529354875
728,5500.0,22.0,80.8975171557
729,5600.0,22.0,54.8213127748
730,5700.0,22.0,51.0020423858
731,5800.0,22.0,51.2008658952
732,5900.0,22.0,55.1737552214
733,6000.0,22.0,62.4299376925
734,6100.0,22.0,60.3837380271
735,6200.0,22.0,79.2284425122
736,6300.0,22.0,60.4535936154
737,6500.0,22.0,55.9804115625
738,6600.0,22.0,37.2192483689
739,6801.0,22.0,64.7691391369
740,6802.0,22.0,52.1638469939
741,6900.0,22.0,52.5023820023
742,7002.0,22.0,57.3382949159
743,7100.0,22.0,52.1098171934
744,7200.0,22.0,52.656466935
745,7301.0,22.0,65.3384607495
746,7302.0,22.0,54.2273765239
747,7400.0,22.0,55.3925587989
748,7501.0,22.0,57.6510188565
749,7502.0,22.0,48.1914289038
750,7600.0,22.0,45.7378658995
751,7701.0,22.0,77.9961231513
752,7702.0,22.0,66.1816783077
753,7800.0,22.0,53.5585596112
754,7903.0,22.0,61.2812332763
755,7905.0,22.0,50.4645307515
756,7907.0,22.0,63.6023256571
757,7908.0,22.0,57.1057656104
758,7910.0,22.0,62.7763789575
759,8002.0,22.0,60.4245358029
760,8003.0,22.0,41.5052565232
761,8006.0,22.0,70.4529342837
762,8101.0,22.0,60.6467283725
763,8102.0,22.0,63.4871698939
764,8200.0,22.0,62.1924516918
765,8301.0,22.0,54.1513219655
766,8303.0,22.0,62.0903341374
767,8305.0,22.0,69.2197658697
768,8306.0,22.0,58.7991850616
769,8307.0,22.0,55.570660055
770,8310.0,22.0,62.1458329389
771,8311.0,22.0,62.1602395917
772,8312.0,22.0,55.8791543455
773,8313.0,22.0,65.4523367788
774,8324.0,22.0,74.5870229453
775,8327.0,22.0,51.9157730389
776,8328.0,22.0,67.6854801448
777,8329.0,22.0,60.4716756505
778,8330.0,22.0,62.1539423559
