,census_tract,score
268,16502,22.3832946718
269,17006,57.7960996456
270,17014,88.4513024112
271,17015,54.4159692024
272,17018,43.7099320072
273,17019,70.5968224618
274,17020,54.3679782422
275,17022,65.2818019417
276,17029,48.7109455167
277,17030,49.4807341159
278,17031,34.775185512
279,17032,57.561998405
280,17033,59.0557747722
281,17034,42.9452615515
282,17035,37.0595317857
283,17036,52.0057343091
284,17037,50.1451476688
285,17039,51.8089814458
286,17042,46.1052527269
287,17043,54.7189776566
288,17044,44.3579987381
289,17045,52.8368715229
290,17046,59.460057261
291,17047,63.2953084448
292,17050,48.5348803196
293,17051,56.5302910504
294,17052,54.1545974425
295,17054,60.342942015
296,17055,54.6981744846
297,17056,51.4431230291
298,17403,61.1842013431
299,18802,58.9392529807
300,19103,44.3191074516
301,19905,45.0632174586
302,20017,17.4963416717
303,20404,40.969704753
304,20706,54.9566538001
305,20707,19.38563875
306,20709,39.3447415037
307,20710,65.8247843108
308,21100,26.5486101706
309,21302,3.77701237846
310,21400,37.4614754192
311,21500,53.82029672
312,21800,62.4208567674
