100 40.3
201 40.7
202 40.7
300 43.1
400 43.0
500 40.8
600 41.2
700 40.9
800 40.3
900 41.1
1000 41.2
1100 42.9
1200 40.9
1300 41.7
1400 41.1
1500 40.3
1600 40.3
1700 40.1
1800 41.2
1900 40.2
2001 40.8
2002 39.9
2100 41.0
2201 40.0
2202 40.3
2301 40.3
2302 40.6
2401 40.2
2402 40.1
2501 40.0
2502 40.4
2601 40.3
2602 39.8
2702 40.8
2703 40.7
2705 39.9
2707 40.1
2708 40.2
2709 40.1
2710 40.0
2711 39.7
2712 40.1
2801 39.7
2803 40.2
2804 40.3
2902 41.2
2903 40.3
2904 40.8
2905 41.3
3001 39.9
3003 40.2
3004 39.7
3101 39.7
3103 40.0
3105 39.9
3107 39.6
3109 39.5
3111 39.9
3112 40.0
3113 39.7
3114 39.5
3115 39.8
3201 39.5
3202 39.6
3208 39.6
3209 39.8
3211 39.6
3212 39.8
3213 39.6
3214 39.5
3301 39.6
3303 39.6
3304 39.9
3305 39.8
3401 40.8
3403 40.1
3404 40.1
3501 39.8
3502 39.7
3601 40.1
3602 39.7
3603 39.6
3800 39.6
3901 39.8
3902 40.4
4000 40.2
4100 40.9
4200 40.7
4300 40.4
4400 40.8
4501 40.1
4600 39.8
4700 39.8
4800 40.4
4900 39.8
5000 40.8
5100 41.4
5200 41.4
5300 54.1
5400 43.1
5500 39.3
5600 42.6
5700 41.0
5800 41.6
5900 41.6
6000 43.5
6100 40.4
6200 40.2
6300 39.5
6500 50.2
6600 40.1
6801 39.9
6802 41.5
6900 41.1
7002 40.2
7100 42.3
7200 40.7
7301 40.8
7302 40.1
7400 40.8
7501 40.6
7502 41.9
7600 41.4
7701 40.0
7702 40.0
7800 41.5
7903 41.1
7905 40.8
7907 40.4
7908 40.5
7910 41.7
8002 40.1
8003 40.3
8006 40.4
8101 39.3
8102 39.3
8200 39.3
8301 39.7
8303 39.4
8305 39.3
8306 40.2
8307 40.4
8310 39.6
8311 39.3
8312 39.4
8313 39.3
8324 39.3
8327 40.3
8328 40.5
8329 45.3
8330 40.3
8331 40.1
8333 43.6
8335 41.2
8336 39.7
8337 40.2
8339 45.7
8340 41.8
8341 40.6
8343 39.6
8344 40.2
8345 41.2
8346 44.7
8347 40.3
8348 40.0
8349 40.2
8350 57.6
8351 40.2
8352 39.9
8353 40.2
8354 40.2
8355 40.5
8356 39.8
8357 40.0
8358 40.7
8359 40.0
8360 43.3
8361 39.3
8362 39.3
8363 39.5
8364 40.5
8365 39.9
8366 40.5
8501 41.9
8502 41.2
8503 42.2
8504 41.7
8505 40.8
8506 40.2
8507 41.0
8509 41.6
8510 40.5
8511 64.6
8512 40.3
8513 39.9
8600 40.4
8701 39.7
8702 42.4
8800 40.6
8901 40.4
8902 42.2
9000 39.8
9101 41.5
9102 40.4
9103 40.7
9104 40.5
9106 42.0
9107 40.4
9201 40.3
9202 40.4
9301 40.4
9304 50.0
9305 39.9
9306 41.0
9400 39.4
9502 40.2
9504 40.5
9505 40.7
9506 40.2
9507 40.0
9509 41.1
9510 39.5
9511 39.3
9602 40.4
9603 41.9
9604 41.8
9703 40.3
9704 40.6
9705 39.9
9706 41.3
9801 40.2
9802 40.7
9804 40.4
9805 40.3
9902 39.3
10001 39.9
10003 39.7
10004 39.7
10005 39.3
10009 39.3
10010 40.1
10011 39.6
10012 39.3
10013 39.3
10014 43.2
10015 46.8
10103 40.6
10104 39.6
10106 40.1
10107 40.2
10109 39.7
10110 41.6
10111 39.3
10112 39.5
10800 39.4
11000 39.3
11100 39.3
11300 39.3
11902 39.3
13205 39.6
13313 39.3
13421 39.3
13604 39.3
14102 39.7
14500 39.3
14803 39.3
14806 39.3
15000 39.3
15501 39.3
16502 39.3
17006 39.4
17014 42.8
17015 40.7
17018 40.5
17019 40.4
17020 39.3
17022 43.7
17029 40.2
17030 42.2
17031 39.9
17032 44.6
17033 40.6
17034 40.0
17035 39.7
17036 40.4
17037 40.4
17039 40.8
17042 40.7
17043 41.3
17044 40.3
17045 39.8
17046 40.0
17047 40.2
17050 39.3
17051 40.3
17052 40.3
17054 39.3
17055 41.4
17056 41.3
17403 39.3
18802 39.4
19103 39.3
19905 39.3
20017 39.3
20404 39.3
20706 39.3
20707 39.3
20709 39.3
20710 39.3
21100 39.3
21302 39.3
21400 44.1
21500 41.4
21800 39.6
