,census_tract,score
136,8339,75.707220475
137,8340,9.89632737495
138,8341,23.1575087816
139,8343,42.7889955767
140,8344,60.3622595924
141,8345,64.050255797
142,8346,53.4145703467
143,8347,30.0634829778
144,8348,46.1990856995
145,8349,58.6168880246
146,8350,56.0745735711
147,8351,31.0360637731
148,8352,60.3426630065
149,8354,36.1184203568
150,8355,50.3595410172
151,8356,55.8234082848
152,8357,46.1481467209
153,8358,21.9114301449
154,8359,39.639127454
155,8360,33.930740118
156,8364,36.7271639768
157,8365,66.4570725998
158,8366,46.806353502
159,8501,36.2815465325
160,8502,14.148244279
161,8503,23.8148555406
162,8504,34.2067314009
163,8505,31.7914623084
164,8506,49.8029262097
165,8507,12.2044144894
166,8509,22.1058523949
167,8510,15.8457773855
168,8511,99.9979130354
169,8512,57.9434031194
170,8513,57.802144788
171,8600,14.8828916206
172,8701,38.5143786404
173,8702,38.7266309889
174,8800,25.1984332873
175,8901,35.2107854315
176,8902,67.9377042375
177,9000,45.4841757441
178,9101,46.0316837734
179,9102,21.6042533836
180,9103,52.1138994397
181,9104,52.4626984883
182,9106,69.0166076523
183,9107,44.7694899199
184,9201,23.0613979675
185,9202,30.7517834979
186,9301,43.5975295498
187,9304,59.6068775219
188,9305,34.1933302315
189,9306,15.4062652838
190,9502,50.0965479273
191,9504,35.2750859681
192,9505,25.76084207
193,9506,46.9856663929
194,9507,57.8348745507
195,9509,31.5866298059
196,9510,6.38023627811
197,9602,49.1710780276
198,9603,35.2339736179
199,9604,54.4703751134
200,9703,42.9524311113
201,9704,44.0182950036
202,9705,64.9194773799
203,9706,57.7123725797
204,9801,39.803333908
205,9802,28.5939973349
206,9804,22.4971268596
207,9805,44.6038834983
208,10004,43.9105246857
209,10010,41.008470474
210,10011,59.9530053525
211,10014,0.0
212,10015,62.0308401187
213,10103,33.5098283722
214,10104,48.2011322461
215,10106,41.9748716564
216,10107,37.7591688719
217,10109,56.5412947196
218,10110,15.7234189123
219,13205,62.2350516527
220,14102,41.1313919194
221,17014,77.4688061447
222,17015,22.689562957
223,17018,40.2471952639
224,17019,40.7633927703
225,17022,44.8889755416
226,17029,19.721991819
227,17030,0.00313549264549
228,17031,50.8189627931
229,17032,0.284461741034
230,17033,54.0346114913
231,17034,46.2377121655
232,17036,50.7152966638
233,17037,25.8661285126
234,17039,27.5661531577
235,17042,10.7762490581
236,17043,43.4616215625
237,17044,32.5283866268
238,17045,65.126740602
239,17046,48.1948955355
240,17047,47.2145256268
241,17051,46.5743877315
242,17052,55.0596557625
243,17055,27.4007111659
244,17056,39.7410540435
245,17403,29.2840326825
246,21400,23.1223065154
247,21500,14.7023083783
248,21800,72.2381707635
