,census_tract,score
0,100,66.0566856971
1,201,82.5263965751
2,202,42.2493375384
3,300,34.132990812
4,400,64.2744720993
5,500,61.6017140285
6,600,63.9676647878
7,700,56.6098389824
8,800,13.8951989679
9,900,35.8656367597
10,1000,55.0491371734
11,1100,25.5593873061
12,1200,7.06168156255
13,1300,5.17213640224
14,1400,45.9791447771
15,1500,24.3209888287
16,1600,4.81494101515
17,1700,24.4300636383
18,1800,15.6388329647
19,1900,59.6875260284
20,2001,68.3344203928
21,2002,68.4406603688
22,2100,16.3721109944
23,2201,1.64195558341
24,2202,0.661309453624
25,2301,18.090750593
26,2302,0.326479931333
27,2401,7.27043497307
28,2402,2.19834988138
29,2501,7.49524435661
30,2502,7.46712926825
31,2601,2.02137324506
32,2602,7.25937810518
33,2702,17.8967072799
34,2703,14.7610441882
35,2705,18.9242391337
36,2707,3.00017822246
37,2708,0.587809275375
38,2709,2.21190918732
39,2710,9.59991197143
40,2711,7.75941017997
41,2712,7.13224519657
42,2801,47.871457203
43,2803,17.4045144745
44,2804,50.1963099642
45,2902,14.0317523321
46,2903,17.4904808501
47,2904,43.2187625626
48,2905,46.8458198832
49,3001,9.54106137131
50,3003,30.1993434601
51,3004,10.7313632307
52,3101,32.7488845897
53,3103,19.216776398
54,3105,27.4721043396
55,3107,21.8626175735
56,3109,66.6177102398
57,3111,15.474278013
58,3112,18.2086047877
59,3113,43.5869368649
60,3114,42.4107824051
61,3115,14.9983364857
62,3201,12.5419364818
63,3202,24.6363815293
64,3208,14.9868517729
65,3209,15.5553083424
66,3211,38.1400822868
67,3212,42.9195615324
68,3213,49.7322146029
69,3214,25.602009234
70,3301,4.75543315367
71,3303,10.2127677489
72,3304,9.68035484071
73,3305,4.96797141838
74,3401,14.9405455729
75,3403,25.339685582
76,3404,14.5901769352
77,3501,10.4493788037
78,3502,6.65299627497
79,3601,5.16771250863
80,3602,16.4715784387
81,3603,12.4705266537
82,3800,2.82680160517
83,3901,4.57345085477
84,3902,13.5267608919
85,4000,9.95277462988
86,4100,16.7187347791
87,4200,31.3128539764
88,4300,57.5222423199
89,4400,48.3171401269
90,4501,43.1004870703
91,4600,61.6882674753
92,4700,13.9193840582
93,4800,19.091025412
94,4900,8.7022455502
95,5000,3.38897358793
96,5100,1.0275068417
97,5200,0.0
98,5300,38.5412362262
99,5400,2.08421901494
100,5600,12.347839553
101,5700,59.0342924191
102,5800,46.7121463443
103,5900,36.967206478
104,6000,35.2886232611
105,6100,50.872041966
106,6200,99.7531665009
107,6500,47.9805894186
108,6801,50.8414182401
109,6802,47.0623534778
110,6900,47.2152562327
111,7002,79.2233083376
112,7100,83.8746150418
113,7200,54.6158881343
114,7301,60.613381592
115,7302,85.11150924
116,7400,43.9106669205
117,7501,56.4447005073
118,7502,77.8249639668
119,7600,5.27993673372
120,7701,73.4035510412
121,7702,65.9474550622
122,7800,42.931824326
123,7903,63.0084231801
124,7905,77.1909558004
125,7907,80.8541784994
126,7908,83.2893688776
127,7910,86.4077760575
128,8002,83.3974457078
129,8003,94.5559352278
130,8006,53.9515504972
131,8301,56.8976482406
132,8306,70.46457093
133,8307,67.1811996334
134,8327,54.845123265
135,8328,73.6245650532
136,8329,25.9157776667
137,8330,70.8616636906
138,8331,99.9114345031
139,8333,50.8458994621
140,8335,79.0279503324
141,8336,85.872394852
142,8337,64.554036294
143,8339,53.0325662549
144,8340,28.9565723293
145,8341,24.9484445067
146,8343,40.7010021094
147,8344,71.152546232
148,8345,49.5072519636
149,8346,69.9338593815
150,8347,79.271262004
151,8348,81.4413277675
152,8349,78.982236917
153,8350,45.5317505593
154,8351,55.5587826309
155,8352,82.6476548334
156,8353,61.1738506003
157,8354,73.0967105805
158,8355,77.1977735264
159,8356,74.2357308961
160,8357,69.7765230877
161,8358,61.1750025388
162,8359,56.2744756456
163,8360,61.2722735407
164,8363,37.0015673608
165,8364,31.4895497213
166,8365,96.5780430131
167,8366,85.9051105872
168,8501,50.6441655714
169,8502,37.4220082104
170,8503,36.8310417694
171,8504,28.3939630309
172,8505,50.8814363214
173,8506,68.1372480361
174,8507,44.8003273048
175,8509,31.3688004386
176,8510,23.8297934917
177,8511,61.1247225316
178,8512,61.0187512253
179,8513,69.6209002483
180,8600,31.935643636
181,8701,24.9079943877
182,8702,41.1957703768
183,8800,21.1599777188
184,8901,37.4324095598
185,8902,58.4636792548
186,9000,35.4516190314
187,9101,52.9095783683
188,9102,27.012566103
189,9103,62.2263448906
190,9104,57.0950603354
191,9106,65.3064874877
192,9107,46.7210805298
193,9201,14.4812783721
194,9202,44.4617887753
195,9301,49.6093455005
196,9304,14.7126112236
197,9305,50.1247372687
198,9306,35.5181417086
199,9400,53.1992896761
200,9502,46.373145272
201,9504,66.0403623012
202,9505,62.2428899876
203,9506,62.7022505426
204,9507,66.527425192
205,9509,40.5818812947
206,9511,0.275706555502
207,9602,38.5819407324
208,9603,9.37680037788
209,9604,31.505249558
210,9703,33.6711089876
211,9704,56.447532512
212,9705,58.3340107431
213,9706,68.2590849808
214,9801,28.8407666468
215,9802,32.0276095551
216,9804,34.5170766852
217,9805,54.838161233
218,10001,51.2604892356
219,10003,60.9788020388
220,10004,51.0053222873
221,10010,29.2696832546
222,10011,64.5847838833
223,10013,11.4045366226
224,10014,69.49217552
225,10015,15.570866649
226,10103,38.8326478127
227,10104,53.5747935991
228,10106,32.9593554193
229,10107,61.4295223981
230,10109,56.4531263129
231,10110,19.9985039222
232,10112,10.3712550255
233,13205,30.6454067421
234,14102,18.5725304988
235,14803,1.96590438378
236,17014,10.7107971514
237,17015,29.8902929178
238,17018,32.6440247961
239,17019,7.29706137694
240,17022,17.4591217761
241,17029,40.1841027991
242,17030,19.9527136527
243,17031,48.1296024239
244,17032,33.7354900493
245,17033,80.1623263233
246,17034,67.8913509514
247,17035,33.5952810928
248,17036,54.629761052
249,17037,54.8917229744
250,17039,38.437995816
251,17042,48.8237418557
252,17043,68.3817517032
253,17044,56.3619432079
254,17045,79.8868485616
255,17046,48.7854172071
256,17047,56.6012393295
257,17051,28.3524775631
258,17052,53.1016786797
259,17055,56.5681331267
260,17056,51.8033665922
261,18802,4.58905167189
262,20709,11.0289133696
263,21400,26.3789889437
264,21500,78.0256008744
265,21800,47.0842149931
