,census_tract,score
146,8346,28.9533718447
147,8347,39.4129152515
148,8348,51.5649544302
149,8349,48.4332197194
150,8350,49.1777306623
151,8351,17.2128858166
152,8352,55.1124090761
153,8353,21.6154566569
154,8354,27.8548851674
155,8355,27.4747324498
156,8356,50.9984314339
157,8357,49.2630638621
158,8358,40.2283525271
159,8359,48.124334611
160,8360,54.453499623
161,8364,17.3308830187
162,8365,32.9450811702
163,8366,29.2374872267
164,8501,36.0573288791
165,8502,31.5315113208
166,8503,52.8282196037
167,8504,48.0911324374
168,8505,51.4006242392
169,8506,51.3520883946
170,8507,44.5338830795
171,8509,43.0822207298
172,8510,44.1246602624
173,8511,99.9971857074
174,8512,42.2841862626
175,8513,23.4712541024
176,8600,33.7980498811
177,8701,16.817316087
178,8702,50.7047031485
179,8800,30.8218751057
180,8901,31.191641645
181,8902,33.4224414938
182,9000,34.9437772051
183,9101,53.8943047396
184,9102,23.099854354
185,9103,43.4294237251
186,9104,13.8532063096
187,9106,48.1124425961
188,9201,6.28387621848
189,9202,7.89600283044
190,9301,45.9286184986
191,9304,85.8341559921
192,9305,10.2934444535
193,9306,11.1574165653
194,9400,7.54928157583
195,9502,36.5410295323
196,9504,0.0
197,9505,29.2995661264
198,9506,32.8955761139
199,9507,40.5116915601
200,9509,14.4150739829
201,9510,0.417068573005
202,9602,41.7189296574
203,9603,29.2252076602
204,9604,36.495412887
205,9703,10.8930778699
206,9704,54.5059522427
207,9705,36.3209619637
208,9706,67.8951567739
209,9801,41.2106170155
210,9802,47.337414197
211,9804,12.140256212
212,9805,47.9060864955
213,10001,24.50302625
214,10003,32.3291892406
215,10004,28.9155584729
216,10005,28.2541402454
217,10010,43.3685028604
218,10011,54.4939493757
219,10014,0.749897184413
220,10015,0.661935548932
221,10103,56.3184337558
222,10106,44.3497501542
223,10107,51.0282369586
224,10109,34.7194724441
225,10110,19.7794892118
226,10112,17.1613803457
227,10800,37.9231822563
228,13205,47.7368043288
229,14102,10.7154430229
230,14806,46.349671016
231,17006,23.8919761163
232,17014,56.748026238
233,17015,19.2680381519
234,17018,39.6189564098
235,17019,24.8289671392
236,17022,15.6764778349
237,17029,0.797775904685
238,17030,0.10394867113
239,17031,26.2119028434
240,17032,1.88567053804
241,17033,47.5679429272
242,17034,43.1624267298
243,17035,40.2229418122
244,17036,32.3324685452
245,17037,28.4729786723
246,17039,12.0859886575
247,17042,4.32697215427
248,17043,39.9382222535
249,17044,10.3165717735
250,17045,24.2014269292
251,17046,0.589337052589
252,17047,3.84041845304
253,17051,20.7261362826
254,17052,50.7790862904
255,17055,7.26544166017
256,17056,28.5406378098
257,18802,1.45203026354
258,21400,34.1879851356
259,21500,2.42277772663
