,census_tract,score
96,5100,50.3229509258
97,5200,71.4155805771
98,5300,25.7531536456
99,5400,2.03346759136
100,5500,75.5060982653
101,5600,51.2914822083
102,5700,67.8265495349
103,5800,33.9867406004
104,5900,60.2364724165
105,6000,42.3564591721
106,6100,71.2733154429
107,6200,90.9183700406
108,6300,27.8128895979
109,6500,75.8707314805
110,6600,26.5045099507
111,6801,62.6952526989
112,6802,55.3054146493
113,6900,27.8203906136
114,7002,10.184420343
115,7100,16.6221001585
116,7200,45.2679257576
117,7301,62.6253871596
118,7302,53.3272983334
119,7400,49.1249295866
120,7501,11.1711872184
121,7502,7.91161936952
122,7600,55.2122298213
123,7701,4.16376313534
124,7702,59.3828818548
125,7800,68.0478081041
126,7903,79.7739417086
127,7905,64.2812641665
128,7907,66.2138073122
129,7908,32.5509947853
130,7910,88.5351978929
131,8002,23.7089554121
132,8003,69.1855570038
133,8006,67.1097052957
134,8101,83.6678446407
135,8102,4.73412626848
136,8200,97.8203168637
137,8301,72.0185977799
138,8303,78.0004493112
139,8305,86.5985743037
140,8306,53.2846690632
141,8307,67.6192577754
142,8310,73.4241419438
143,8311,25.0494306277
144,8312,67.863118123
145,8313,34.5309340028
146,8324,12.9119578732
147,8327,16.1451855854
148,8328,36.1853374193
149,8329,22.648549403
150,8330,13.6807574712
151,8331,26.1023297065
152,8333,1.77725178026
153,8335,3.47719845726
154,8336,5.69993588267
155,8337,54.9970259861
156,8339,79.1887407504
157,8340,30.0582370917
158,8341,59.5550812675
159,8343,71.753602019
160,8344,33.52605765
161,8345,70.8081243595
162,8346,61.2797753624
163,8347,46.7754443326
164,8348,58.0704551799
165,8349,53.1122982392
166,8350,2.20099435661
167,8351,67.0889752107
168,8352,33.8715614658
169,8353,62.3829460688
170,8354,16.395758315
171,8355,52.3722034805
172,8356,52.7105806153
173,8357,51.3442751138
174,8358,56.9391340986
175,8359,68.1901999087
176,8360,47.9085104845
177,8361,84.653346636
178,8362,63.0362882686
179,8363,52.9394784341
180,8364,50.4425741972
181,8365,61.3206256845
182,8366,28.8414357951
183,8501,48.7842107783
184,8502,54.8737089641
185,8503,28.081169661
186,8504,52.5509556661
187,8505,66.1235073321
188,8506,46.1030800278
189,8507,16.9547598964
190,8509,10.9543404478
191,8510,59.2428337569
192,8511,2.64447112171
193,8512,70.3044884305
194,8513,58.8670825558
195,8600,51.3370955062
196,8701,46.7998023396
197,8702,58.3130247365
198,8800,47.8557056173
199,8901,65.4070433918
200,8902,85.1080592215
201,9000,81.3810783669
202,9101,21.6433960427
203,9102,58.2451793855
204,9103,52.0748146683
205,9104,67.9975754123
206,9106,64.9384132625
207,9107,68.4222900304
208,9201,67.0056800497
209,9202,65.3533083486
210,9301,62.6403597412
211,9304,11.8171516023
212,9305,48.2707030863
213,9306,52.2286141291
214,9400,74.6998230728
215,9502,54.894132143
216,9504,2.44486469095
217,9505,26.2831538393
218,9506,55.2902472554
219,9507,72.7744991033
220,9509,89.5274309335
221,9510,38.3142729844
222,9511,28.4707166892
223,9602,64.2568631066
224,9603,67.3534957537
225,9604,52.638445328
226,9703,64.5096315267
227,9704,59.666551315
228,9705,55.2732727242
229,9706,27.0167823561
230,9801,70.887136287
231,9802,52.1465625801
232,9804,60.0390299524
233,9805,61.2253640861
234,10001,50.4186346435
235,10003,43.467826906
236,10004,51.5746834997
237,10005,62.9274996573
238,10009,36.5201036223
239,10010,62.620435896
240,10011,58.8536265848
241,10012,57.4927365836
242,10013,60.8583004804
243,10014,2.42461452205
244,10015,8.5157700372
245,10103,62.0086479529
246,10104,60.9798572303
247,10106,47.7178783679
248,10107,70.8517766953
249,10109,49.4000515069
250,10110,50.0879976409
251,10111,64.2959982647
252,10112,68.2309228017
253,10800,92.1438775204
254,11000,45.6072228092
255,11100,72.0313678878
256,11300,22.9406121014
257,11902,51.3851045741
258,13205,89.1655532638
259,13313,21.1732268443
260,13421,62.0040756562
261,13604,41.3132956885
262,14102,36.2229204644
263,14500,59.8584285617
264,14803,87.8706340289
265,14806,90.401667915
266,15000,54.2865050937
267,15501,56.7166818505
268,16502,63.7843494203
269,17006,10.8594137718
270,17014,99.9469884149
271,17015,41.1342836863
272,17018,68.0090132327
273,17019,61.3439103491
274,17020,11.0577523285
275,17022,29.4451691682
276,17029,13.5762035121
277,17030,2.08753956021
278,17031,38.919960572
279,17032,0.151174608982
280,17033,52.661501341
281,17034,56.1670513942
282,17035,73.2350956656
283,17036,53.8955288425
284,17037,67.4167264721
285,17039,37.9220216349
286,17042,29.3684142393
287,17043,12.2825620081
288,17044,32.2925374667
289,17045,73.7405146865
290,17046,18.2100130759
291,17047,47.0591421243
292,17050,74.4770832847
293,17051,71.8523678245
294,17052,41.2463938449
295,17054,9.31058006654
296,17055,29.9260275778
297,17056,44.5046580686
298,17403,31.7711732777
299,18802,34.5300108877
300,19103,44.4981195306
301,19905,74.6155044434
302,20017,72.3016143428
303,20404,50.0343114399
304,20706,9.13574307503
305,20707,48.1885384666
306,20709,30.335810375
307,20710,43.7558000096
308,21100,25.3848539597
309,21302,15.5053642483
310,21400,27.2895835229
311,21500,0.0147869404887
312,21800,79.9537249258
